item,paper,condition,subcondition,aging,measure,timing,index
18c 02,18th Century Antique Paper,Control,Control,Not Aged,ph,BT,2
18c 02,18th Century Antique Paper,Control,Control,Not Aged,ph,BT,3
18c 02,18th Century Antique Paper,Control,Control,Not Aged,ph,AT,1
18c 02,18th Century Antique Paper,Control,Control,Not Aged,ph,AT,2
18c 02,18th Century Antique Paper,Control,Control,Not Aged,ph,AT,3
18c 03,18th Century Antique Paper,Control,Control,Not Aged,ph,BT,1
18c 03,18th Century Antique Paper,Control,Control,Not Aged,ph,BT,2
18c 03,18th Century Antique Paper,Control,Control,Not Aged,ph,BT,3
18c 03,18th Century Antique Paper,Control,Control,Not Aged,ph,AT,1
18c 03,18th Century Antique Paper,Control,Control,Not Aged,ph,AT,2
18c 03,18th Century Antique Paper,Control,Control,Not Aged,ph,AT,3
18c 04,18th Century Antique Paper,Control,Control,Not Aged,ph,BT,1
18c 04,18th Century Antique Paper,Control,Control,Not Aged,ph,BT,2
18c 04,18th Century Antique Paper,Control,Control,Not Aged,ph,BT,3
18c 04,18th Century Antique Paper,Control,Control,Not Aged,ph,AT,1
18c 04,18th Century Antique Paper,Control,Control,Not Aged,ph,AT,2
18c 04,18th Century Antique Paper,Control,Control,Not Aged,ph,AT,3
18c 05,18th Century Antique Paper,Control,Control,Not Aged,ph,BT,1
18c 05,18th Century Antique Paper,Control,Control,Not Aged,ph,BT,2
18c 05,18th Century Antique Paper,Control,Control,Not Aged,ph,BT,3
18c 05,18th Century Antique Paper,Control,Control,Not Aged,ph,AT,1
18c 05,18th Century Antique Paper,Control,Control,Not Aged,ph,AT,2
18c 05,18th Century Antique Paper,Control,Control,Not Aged,ph,AT,3
18c 06,18th Century Antique Paper,Control,Control,Aged,ph,BT,1
18c 06,18th Century Antique Paper,Control,Control,Aged,ph,BT,2
18c 06,18th Century Antique Paper,Control,Control,Aged,ph,BT,3
18c 06,18th Century Antique Paper,Control,Control,Aged,ph,AT,1
18c 06,18th Century Antique Paper,Control,Control,Aged,ph,AT,2
18c 06,18th Century Antique Paper,Control,Control,Aged,ph,AT,3
18c 06,18th Century Antique Paper,Control,Control,Aged,ph,AA,1
18c 06,18th Century Antique Paper,Control,Control,Aged,ph,AA,2
18c 06,18th Century Antique Paper,Control,Control,Aged,ph,AA,3
18c 07,18th Century Antique Paper,Control,Control,Aged,ph,BT,1
18c 07,18th Century Antique Paper,Control,Control,Aged,ph,BT,2
18c 07,18th Century Antique Paper,Control,Control,Aged,ph,BT,3
18c 07,18th Century Antique Paper,Control,Control,Aged,ph,AT,1
18c 07,18th Century Antique Paper,Control,Control,Aged,ph,AT,2
18c 07,18th Century Antique Paper,Control,Control,Aged,ph,AT,3
18c 07,18th Century Antique Paper,Control,Control,Aged,ph,AA,1
18c 07,18th Century Antique Paper,Control,Control,Aged,ph,AA,2
18c 07,18th Century Antique Paper,Control,Control,Aged,ph,AA,3
18c 08,18th Century Antique Paper,Control,Control,Aged,ph,BT,1
18c 08,18th Century Antique Paper,Control,Control,Aged,ph,BT,2
18c 08,18th Century Antique Paper,Control,Control,Aged,ph,BT,3
18c 08,18th Century Antique Paper,Control,Control,Aged,ph,AT,1
18c 08,18th Century Antique Paper,Control,Control,Aged,ph,AT,2
18c 08,18th Century Antique Paper,Control,Control,Aged,ph,AT,3
18c 08,18th Century Antique Paper,Control,Control,Aged,ph,AA,1
18c 08,18th Century Antique Paper,Control,Control,Aged,ph,AA,2
18c 08,18th Century Antique Paper,Control,Control,Aged,ph,AA,3
18c 09,18th Century Antique Paper,Control,Control,Aged,ph,BT,1
18c 09,18th Century Antique Paper,Control,Control,Aged,ph,BT,2
18c 09,18th Century Antique Paper,Control,Control,Aged,ph,BT,3
18c 09,18th Century Antique Paper,Control,Control,Aged,ph,AT,1
18c 09,18th Century Antique Paper,Control,Control,Aged,ph,AT,2
18c 09,18th Century Antique Paper,Control,Control,Aged,ph,AT,3
18c 09,18th Century Antique Paper,Control,Control,Aged,ph,AA,1
18c 09,18th Century Antique Paper,Control,Control,Aged,ph,AA,2
18c 09,18th Century Antique Paper,Control,Control,Aged,ph,AA,3
18c 10,18th Century Antique Paper,Control,Control,Aged,ph,BT,1
18c 10,18th Century Antique Paper,Control,Control,Aged,ph,BT,2
18c 10,18th Century Antique Paper,Control,Control,Aged,ph,BT,3
18c 10,18th Century Antique Paper,Control,Control,Aged,ph,AT,1
18c 10,18th Century Antique Paper,Control,Control,Aged,ph,AT,2
18c 10,18th Century Antique Paper,Control,Control,Aged,ph,AT,3
18c 10,18th Century Antique Paper,Control,Control,Aged,ph,AA,1
18c 10,18th Century Antique Paper,Control,Control,Aged,ph,AA,2
18c 10,18th Century Antique Paper,Control,Control,Aged,ph,AA,3
18c 11,18th Century Antique Paper,Control,Water,Aged,ph,BT,1
18c 11,18th Century Antique Paper,Control,Water,Aged,ph,BT,2
18c 11,18th Century Antique Paper,Control,Water,Aged,ph,BT,3
18c 11,18th Century Antique Paper,Control,Water,Aged,ph,AT,1
18c 11,18th Century Antique Paper,Control,Water,Aged,ph,AT,2
18c 11,18th Century Antique Paper,Control,Water,Aged,ph,AT,3
18c 11,18th Century Antique Paper,Control,Water,Aged,ph,AA,1
18c 11,18th Century Antique Paper,Control,Water,Aged,ph,AA,2
18c 11,18th Century Antique Paper,Control,Water,Aged,ph,AA,3
18c 12,18th Century Antique Paper,Control,Water,Aged,ph,BT,1
18c 12,18th Century Antique Paper,Control,Water,Aged,ph,BT,2
18c 12,18th Century Antique Paper,Control,Water,Aged,ph,BT,3
18c 12,18th Century Antique Paper,Control,Water,Aged,ph,AT,1
18c 12,18th Century Antique Paper,Control,Water,Aged,ph,AT,2
18c 12,18th Century Antique Paper,Control,Water,Aged,ph,AT,3
18c 12,18th Century Antique Paper,Control,Water,Aged,ph,AA,1
18c 12,18th Century Antique Paper,Control,Water,Aged,ph,AA,2
18c 12,18th Century Antique Paper,Control,Water,Aged,ph,AA,3
18c 13,18th Century Antique Paper,Control,Water,Aged,ph,BT,1
18c 13,18th Century Antique Paper,Control,Water,Aged,ph,BT,2
18c 13,18th Century Antique Paper,Control,Water,Aged,ph,BT,3
18c 13,18th Century Antique Paper,Control,Water,Aged,ph,AT,1
18c 13,18th Century Antique Paper,Control,Water,Aged,ph,AT,2
18c 13,18th Century Antique Paper,Control,Water,Aged,ph,AT,3
18c 13,18th Century Antique Paper,Control,Water,Aged,ph,AA,1
18c 13,18th Century Antique Paper,Control,Water,Aged,ph,AA,2
18c 13,18th Century Antique Paper,Control,Water,Aged,ph,AA,3
18c 14,18th Century Antique Paper,Control,Water,Aged,ph,BT,1
18c 14,18th Century Antique Paper,Control,Water,Aged,ph,BT,2
18c 14,18th Century Antique Paper,Control,Water,Aged,ph,BT,3
18c 14,18th Century Antique Paper,Control,Water,Aged,ph,AT,1
18c 14,18th Century Antique Paper,Control,Water,Aged,ph,AT,2
18c 14,18th Century Antique Paper,Control,Water,Aged,ph,AT,3
18c 14,18th Century Antique Paper,Control,Water,Aged,ph,AA,1
18c 14,18th Century Antique Paper,Control,Water,Aged,ph,AA,2
18c 14,18th Century Antique Paper,Control,Water,Aged,ph,AA,3
18c 15,18th Century Antique Paper,Control,Water,Aged,ph,BT,1
18c 15,18th Century Antique Paper,Control,Water,Aged,ph,BT,2
18c 15,18th Century Antique Paper,Control,Water,Aged,ph,BT,3
18c 15,18th Century Antique Paper,Control,Water,Aged,ph,AT,1
18c 15,18th Century Antique Paper,Control,Water,Aged,ph,AT,2
18c 15,18th Century Antique Paper,Control,Water,Aged,ph,AT,3
18c 15,18th Century Antique Paper,Control,Water,Aged,ph,AA,1
18c 15,18th Century Antique Paper,Control,Water,Aged,ph,AA,2
18c 15,18th Century Antique Paper,Control,Water,Aged,ph,AA,3
18c 16,18th Century Antique Paper,2% Tica Gel,No Interleaving,Not Aged,ph,BT,1
18c 16,18th Century Antique Paper,2% Tica Gel,No Interleaving,Not Aged,ph,BT,2
18c 16,18th Century Antique Paper,2% Tica Gel,No Interleaving,Not Aged,ph,BT,3
18c 16,18th Century Antique Paper,2% Tica Gel,No Interleaving,Not Aged,ph,AT,1
18c 16,18th Century Antique Paper,2% Tica Gel,No Interleaving,Not Aged,ph,AT,2
18c 16,18th Century Antique Paper,2% Tica Gel,No Interleaving,Not Aged,ph,AT,3
18c 17,18th Century Antique Paper,2% Tica Gel,No Interleaving,Not Aged,ph,BT,1
18c 17,18th Century Antique Paper,2% Tica Gel,No Interleaving,Not Aged,ph,BT,2
18c 17,18th Century Antique Paper,2% Tica Gel,No Interleaving,Not Aged,ph,BT,3
18c 17,18th Century Antique Paper,2% Tica Gel,No Interleaving,Not Aged,ph,AT,1
18c 17,18th Century Antique Paper,2% Tica Gel,No Interleaving,Not Aged,ph,AT,2
18c 17,18th Century Antique Paper,2% Tica Gel,No Interleaving,Not Aged,ph,AT,3
18c 18,18th Century Antique Paper,2% Tica Gel,No Interleaving,Not Aged,ph,BT,1
18c 18,18th Century Antique Paper,2% Tica Gel,No Interleaving,Not Aged,ph,BT,2
18c 18,18th Century Antique Paper,2% Tica Gel,No Interleaving,Not Aged,ph,BT,3
18c 18,18th Century Antique Paper,2% Tica Gel,No Interleaving,Not Aged,ph,AT,1
18c 18,18th Century Antique Paper,2% Tica Gel,No Interleaving,Not Aged,ph,AT,2
18c 18,18th Century Antique Paper,2% Tica Gel,No Interleaving,Not Aged,ph,AT,3
18c 19,18th Century Antique Paper,2% Tica Gel,No Interleaving,Not Aged,ph,BT,1
18c 19,18th Century Antique Paper,2% Tica Gel,No Interleaving,Not Aged,ph,BT,2
18c 19,18th Century Antique Paper,2% Tica Gel,No Interleaving,Not Aged,ph,BT,3
18c 19,18th Century Antique Paper,2% Tica Gel,No Interleaving,Not Aged,ph,AT,1
18c 19,18th Century Antique Paper,2% Tica Gel,No Interleaving,Not Aged,ph,AT,2
18c 19,18th Century Antique Paper,2% Tica Gel,No Interleaving,Not Aged,ph,AT,3
18c 20,18th Century Antique Paper,2% Tica Gel,No Interleaving,Not Aged,ph,BT,1
18c 20,18th Century Antique Paper,2% Tica Gel,No Interleaving,Not Aged,ph,BT,2
18c 20,18th Century Antique Paper,2% Tica Gel,No Interleaving,Not Aged,ph,BT,3
18c 20,18th Century Antique Paper,2% Tica Gel,No Interleaving,Not Aged,ph,AT,1
18c 20,18th Century Antique Paper,2% Tica Gel,No Interleaving,Not Aged,ph,AT,2
18c 20,18th Century Antique Paper,2% Tica Gel,No Interleaving,Not Aged,ph,AT,3
18c 21,18th Century Antique Paper,2% Tica Gel,No Interleaving,Aged,ph,BT,1
18c 21,18th Century Antique Paper,2% Tica Gel,No Interleaving,Aged,ph,BT,2
18c 21,18th Century Antique Paper,2% Tica Gel,No Interleaving,Aged,ph,BT,3
18c 21,18th Century Antique Paper,2% Tica Gel,No Interleaving,Aged,ph,AT,1
18c 21,18th Century Antique Paper,2% Tica Gel,No Interleaving,Aged,ph,AT,2
18c 21,18th Century Antique Paper,2% Tica Gel,No Interleaving,Aged,ph,AT,3
18c 21,18th Century Antique Paper,2% Tica Gel,No Interleaving,Aged,ph,AA,1
18c 21,18th Century Antique Paper,2% Tica Gel,No Interleaving,Aged,ph,AA,2
18c 21,18th Century Antique Paper,2% Tica Gel,No Interleaving,Aged,ph,AA,3
18c 22,18th Century Antique Paper,2% Tica Gel,No Interleaving,Aged,ph,BT,1
18c 22,18th Century Antique Paper,2% Tica Gel,No Interleaving,Aged,ph,BT,2
18c 22,18th Century Antique Paper,2% Tica Gel,No Interleaving,Aged,ph,BT,3
18c 22,18th Century Antique Paper,2% Tica Gel,No Interleaving,Aged,ph,AT,1
18c 22,18th Century Antique Paper,2% Tica Gel,No Interleaving,Aged,ph,AT,2
18c 22,18th Century Antique Paper,2% Tica Gel,No Interleaving,Aged,ph,AT,3
18c 22,18th Century Antique Paper,2% Tica Gel,No Interleaving,Aged,ph,AA,1
18c 22,18th Century Antique Paper,2% Tica Gel,No Interleaving,Aged,ph,AA,2
18c 22,18th Century Antique Paper,2% Tica Gel,No Interleaving,Aged,ph,AA,3
18c 23,18th Century Antique Paper,2% Tica Gel,No Interleaving,Aged,ph,BT,1
18c 23,18th Century Antique Paper,2% Tica Gel,No Interleaving,Aged,ph,BT,2
18c 23,18th Century Antique Paper,2% Tica Gel,No Interleaving,Aged,ph,BT,3
18c 23,18th Century Antique Paper,2% Tica Gel,No Interleaving,Aged,ph,AT,1
18c 23,18th Century Antique Paper,2% Tica Gel,No Interleaving,Aged,ph,AT,2
18c 23,18th Century Antique Paper,2% Tica Gel,No Interleaving,Aged,ph,AT,3
18c 23,18th Century Antique Paper,2% Tica Gel,No Interleaving,Aged,ph,AA,1
18c 23,18th Century Antique Paper,2% Tica Gel,No Interleaving,Aged,ph,AA,2
18c 23,18th Century Antique Paper,2% Tica Gel,No Interleaving,Aged,ph,AA,3
18c 24,18th Century Antique Paper,2% Tica Gel,No Interleaving,Aged,ph,BT,1
18c 24,18th Century Antique Paper,2% Tica Gel,No Interleaving,Aged,ph,BT,2
18c 24,18th Century Antique Paper,2% Tica Gel,No Interleaving,Aged,ph,BT,3
18c 24,18th Century Antique Paper,2% Tica Gel,No Interleaving,Aged,ph,AT,1
18c 24,18th Century Antique Paper,2% Tica Gel,No Interleaving,Aged,ph,AT,2
18c 24,18th Century Antique Paper,2% Tica Gel,No Interleaving,Aged,ph,AT,3
18c 24,18th Century Antique Paper,2% Tica Gel,No Interleaving,Aged,ph,AA,1
18c 24,18th Century Antique Paper,2% Tica Gel,No Interleaving,Aged,ph,AA,2
18c 24,18th Century Antique Paper,2% Tica Gel,No Interleaving,Aged,ph,AA,3
18c 25,18th Century Antique Paper,2% Tica Gel,No Interleaving,Aged,ph,BT,1
18c 25,18th Century Antique Paper,2% Tica Gel,No Interleaving,Aged,ph,BT,2
18c 25,18th Century Antique Paper,2% Tica Gel,No Interleaving,Aged,ph,BT,3
18c 25,18th Century Antique Paper,2% Tica Gel,No Interleaving,Aged,ph,AT,1
18c 25,18th Century Antique Paper,2% Tica Gel,No Interleaving,Aged,ph,AT,2
18c 25,18th Century Antique Paper,2% Tica Gel,No Interleaving,Aged,ph,AT,3
18c 25,18th Century Antique Paper,2% Tica Gel,No Interleaving,Aged,ph,AA,1
18c 25,18th Century Antique Paper,2% Tica Gel,No Interleaving,Aged,ph,AA,2
18c 25,18th Century Antique Paper,2% Tica Gel,No Interleaving,Aged,ph,AA,3
18c 26,18th Century Antique Paper,2% Tica Gel,Interleaving,Not Aged,ph,BT,1
18c 26,18th Century Antique Paper,2% Tica Gel,Interleaving,Not Aged,ph,BT,2
18c 26,18th Century Antique Paper,2% Tica Gel,Interleaving,Not Aged,ph,BT,3
18c 26,18th Century Antique Paper,2% Tica Gel,Interleaving,Not Aged,ph,AT,1
18c 26,18th Century Antique Paper,2% Tica Gel,Interleaving,Not Aged,ph,AT,2
18c 26,18th Century Antique Paper,2% Tica Gel,Interleaving,Not Aged,ph,AT,3
18c 27,18th Century Antique Paper,2% Tica Gel,Interleaving,Not Aged,ph,BT,1
18c 27,18th Century Antique Paper,2% Tica Gel,Interleaving,Not Aged,ph,BT,2
18c 27,18th Century Antique Paper,2% Tica Gel,Interleaving,Not Aged,ph,BT,3
18c 27,18th Century Antique Paper,2% Tica Gel,Interleaving,Not Aged,ph,AT,1
18c 27,18th Century Antique Paper,2% Tica Gel,Interleaving,Not Aged,ph,AT,2
18c 27,18th Century Antique Paper,2% Tica Gel,Interleaving,Not Aged,ph,AT,3
18c 28,18th Century Antique Paper,2% Tica Gel,Interleaving,Not Aged,ph,BT,1
18c 28,18th Century Antique Paper,2% Tica Gel,Interleaving,Not Aged,ph,BT,2
18c 28,18th Century Antique Paper,2% Tica Gel,Interleaving,Not Aged,ph,BT,3
18c 28,18th Century Antique Paper,2% Tica Gel,Interleaving,Not Aged,ph,AT,1
18c 28,18th Century Antique Paper,2% Tica Gel,Interleaving,Not Aged,ph,AT,2
18c 28,18th Century Antique Paper,2% Tica Gel,Interleaving,Not Aged,ph,AT,3
18c 29,18th Century Antique Paper,2% Tica Gel,Interleaving,Not Aged,ph,BT,1
18c 29,18th Century Antique Paper,2% Tica Gel,Interleaving,Not Aged,ph,BT,2
18c 29,18th Century Antique Paper,2% Tica Gel,Interleaving,Not Aged,ph,BT,3
18c 29,18th Century Antique Paper,2% Tica Gel,Interleaving,Not Aged,ph,AT,1
18c 29,18th Century Antique Paper,2% Tica Gel,Interleaving,Not Aged,ph,AT,2
18c 29,18th Century Antique Paper,2% Tica Gel,Interleaving,Not Aged,ph,AT,3
18c 30,18th Century Antique Paper,2% Tica Gel,Interleaving,Not Aged,ph,BT,1
18c 30,18th Century Antique Paper,2% Tica Gel,Interleaving,Not Aged,ph,BT,2
18c 30,18th Century Antique Paper,2% Tica Gel,Interleaving,Not Aged,ph,BT,3
18c 30,18th Century Antique Paper,2% Tica Gel,Interleaving,Not Aged,ph,AT,1
18c 30,18th Century Antique Paper,2% Tica Gel,Interleaving,Not Aged,ph,AT,2
18c 30,18th Century Antique Paper,2% Tica Gel,Interleaving,Not Aged,ph,AT,3
18c 31,18th Century Antique Paper,2% Tica Gel,Interleaving,Aged,ph,BT,1
18c 31,18th Century Antique Paper,2% Tica Gel,Interleaving,Aged,ph,BT,2
18c 31,18th Century Antique Paper,2% Tica Gel,Interleaving,Aged,ph,BT,3
18c 31,18th Century Antique Paper,2% Tica Gel,Interleaving,Aged,ph,AT,1
18c 31,18th Century Antique Paper,2% Tica Gel,Interleaving,Aged,ph,AT,2
18c 31,18th Century Antique Paper,2% Tica Gel,Interleaving,Aged,ph,AT,3
18c 31,18th Century Antique Paper,2% Tica Gel,Interleaving,Aged,ph,AA,1
18c 31,18th Century Antique Paper,2% Tica Gel,Interleaving,Aged,ph,AA,2
18c 31,18th Century Antique Paper,2% Tica Gel,Interleaving,Aged,ph,AA,3
18c 32,18th Century Antique Paper,2% Tica Gel,Interleaving,Aged,ph,BT,1
18c 32,18th Century Antique Paper,2% Tica Gel,Interleaving,Aged,ph,BT,2
18c 32,18th Century Antique Paper,2% Tica Gel,Interleaving,Aged,ph,BT,3
18c 32,18th Century Antique Paper,2% Tica Gel,Interleaving,Aged,ph,AT,1
18c 32,18th Century Antique Paper,2% Tica Gel,Interleaving,Aged,ph,AT,2
18c 32,18th Century Antique Paper,2% Tica Gel,Interleaving,Aged,ph,AT,3
18c 32,18th Century Antique Paper,2% Tica Gel,Interleaving,Aged,ph,AA,1
18c 32,18th Century Antique Paper,2% Tica Gel,Interleaving,Aged,ph,AA,2
18c 32,18th Century Antique Paper,2% Tica Gel,Interleaving,Aged,ph,AA,3
18c 33,18th Century Antique Paper,2% Tica Gel,Interleaving,Aged,ph,BT,1
18c 33,18th Century Antique Paper,2% Tica Gel,Interleaving,Aged,ph,BT,2
18c 33,18th Century Antique Paper,2% Tica Gel,Interleaving,Aged,ph,BT,3
18c 33,18th Century Antique Paper,2% Tica Gel,Interleaving,Aged,ph,AT,1
18c 33,18th Century Antique Paper,2% Tica Gel,Interleaving,Aged,ph,AT,2
18c 33,18th Century Antique Paper,2% Tica Gel,Interleaving,Aged,ph,AT,3
18c 33,18th Century Antique Paper,2% Tica Gel,Interleaving,Aged,ph,AA,1
18c 33,18th Century Antique Paper,2% Tica Gel,Interleaving,Aged,ph,AA,2
18c 33,18th Century Antique Paper,2% Tica Gel,Interleaving,Aged,ph,AA,3
18c 34,18th Century Antique Paper,2% Tica Gel,Interleaving,Aged,ph,BT,1
18c 34,18th Century Antique Paper,2% Tica Gel,Interleaving,Aged,ph,BT,2
18c 34,18th Century Antique Paper,2% Tica Gel,Interleaving,Aged,ph,BT,3
18c 34,18th Century Antique Paper,2% Tica Gel,Interleaving,Aged,ph,AT,1
18c 34,18th Century Antique Paper,2% Tica Gel,Interleaving,Aged,ph,AT,2
18c 34,18th Century Antique Paper,2% Tica Gel,Interleaving,Aged,ph,AT,3
18c 34,18th Century Antique Paper,2% Tica Gel,Interleaving,Aged,ph,AA,1
18c 34,18th Century Antique Paper,2% Tica Gel,Interleaving,Aged,ph,AA,2
18c 34,18th Century Antique Paper,2% Tica Gel,Interleaving,Aged,ph,AA,3
18c 35,18th Century Antique Paper,2% Tica Gel,Interleaving,Aged,ph,BT,1
18c 35,18th Century Antique Paper,2% Tica Gel,Interleaving,Aged,ph,BT,2
18c 35,18th Century Antique Paper,2% Tica Gel,Interleaving,Aged,ph,BT,3
18c 35,18th Century Antique Paper,2% Tica Gel,Interleaving,Aged,ph,AT,1
18c 35,18th Century Antique Paper,2% Tica Gel,Interleaving,Aged,ph,AT,2
18c 35,18th Century Antique Paper,2% Tica Gel,Interleaving,Aged,ph,AT,3
18c 35,18th Century Antique Paper,2% Tica Gel,Interleaving,Aged,ph,AA,1
18c 35,18th Century Antique Paper,2% Tica Gel,Interleaving,Aged,ph,AA,2
18c 35,18th Century Antique Paper,2% Tica Gel,Interleaving,Aged,ph,AA,3
18c 36,18th Century Antique Paper,2% CP Kelco,No Interleaving,Not Aged,ph,BT,1
18c 36,18th Century Antique Paper,2% CP Kelco,No Interleaving,Not Aged,ph,BT,2
18c 36,18th Century Antique Paper,2% CP Kelco,No Interleaving,Not Aged,ph,BT,3
18c 36,18th Century Antique Paper,2% CP Kelco,No Interleaving,Not Aged,ph,AT,1
18c 36,18th Century Antique Paper,2% CP Kelco,No Interleaving,Not Aged,ph,AT,2
18c 36,18th Century Antique Paper,2% CP Kelco,No Interleaving,Not Aged,ph,AT,3
18c 37,18th Century Antique Paper,2% CP Kelco,No Interleaving,Not Aged,ph,BT,1
18c 37,18th Century Antique Paper,2% CP Kelco,No Interleaving,Not Aged,ph,BT,2
18c 37,18th Century Antique Paper,2% CP Kelco,No Interleaving,Not Aged,ph,BT,3
18c 37,18th Century Antique Paper,2% CP Kelco,No Interleaving,Not Aged,ph,AT,1
18c 37,18th Century Antique Paper,2% CP Kelco,No Interleaving,Not Aged,ph,AT,2
18c 37,18th Century Antique Paper,2% CP Kelco,No Interleaving,Not Aged,ph,AT,3
18c 38,18th Century Antique Paper,2% CP Kelco,No Interleaving,Not Aged,ph,BT,1
18c 38,18th Century Antique Paper,2% CP Kelco,No Interleaving,Not Aged,ph,BT,2
18c 38,18th Century Antique Paper,2% CP Kelco,No Interleaving,Not Aged,ph,BT,3
18c 38,18th Century Antique Paper,2% CP Kelco,No Interleaving,Not Aged,ph,AT,1
18c 38,18th Century Antique Paper,2% CP Kelco,No Interleaving,Not Aged,ph,AT,2
18c 38,18th Century Antique Paper,2% CP Kelco,No Interleaving,Not Aged,ph,AT,3
18c 39,18th Century Antique Paper,2% CP Kelco,No Interleaving,Not Aged,ph,BT,1
18c 39,18th Century Antique Paper,2% CP Kelco,No Interleaving,Not Aged,ph,BT,2
18c 39,18th Century Antique Paper,2% CP Kelco,No Interleaving,Not Aged,ph,BT,3
18c 39,18th Century Antique Paper,2% CP Kelco,No Interleaving,Not Aged,ph,AT,1
18c 39,18th Century Antique Paper,2% CP Kelco,No Interleaving,Not Aged,ph,AT,2
18c 39,18th Century Antique Paper,2% CP Kelco,No Interleaving,Not Aged,ph,AT,3
18c 40,18th Century Antique Paper,2% CP Kelco,No Interleaving,Not Aged,ph,BT,1
18c 40,18th Century Antique Paper,2% CP Kelco,No Interleaving,Not Aged,ph,BT,2
18c 40,18th Century Antique Paper,2% CP Kelco,No Interleaving,Not Aged,ph,BT,3
18c 40,18th Century Antique Paper,2% CP Kelco,No Interleaving,Not Aged,ph,AT,1
18c 40,18th Century Antique Paper,2% CP Kelco,No Interleaving,Not Aged,ph,AT,2
18c 40,18th Century Antique Paper,2% CP Kelco,No Interleaving,Not Aged,ph,AT,3
18c 41,18th Century Antique Paper,2% CP Kelco,No Interleaving,Aged,ph,BT,1
18c 41,18th Century Antique Paper,2% CP Kelco,No Interleaving,Aged,ph,BT,2
18c 41,18th Century Antique Paper,2% CP Kelco,No Interleaving,Aged,ph,BT,3
18c 41,18th Century Antique Paper,2% CP Kelco,No Interleaving,Aged,ph,AT,1
18c 41,18th Century Antique Paper,2% CP Kelco,No Interleaving,Aged,ph,AT,2
18c 41,18th Century Antique Paper,2% CP Kelco,No Interleaving,Aged,ph,AT,3
18c 41,18th Century Antique Paper,2% CP Kelco,No Interleaving,Aged,ph,AA,1
18c 41,18th Century Antique Paper,2% CP Kelco,No Interleaving,Aged,ph,AA,2
18c 41,18th Century Antique Paper,2% CP Kelco,No Interleaving,Aged,ph,AA,3
18c 42,18th Century Antique Paper,2% CP Kelco,No Interleaving,Aged,ph,BT,1
18c 42,18th Century Antique Paper,2% CP Kelco,No Interleaving,Aged,ph,BT,2
18c 42,18th Century Antique Paper,2% CP Kelco,No Interleaving,Aged,ph,BT,3
18c 42,18th Century Antique Paper,2% CP Kelco,No Interleaving,Aged,ph,AT,1
18c 42,18th Century Antique Paper,2% CP Kelco,No Interleaving,Aged,ph,AT,2
18c 42,18th Century Antique Paper,2% CP Kelco,No Interleaving,Aged,ph,AT,3
18c 42,18th Century Antique Paper,2% CP Kelco,No Interleaving,Aged,ph,AA,1
18c 42,18th Century Antique Paper,2% CP Kelco,No Interleaving,Aged,ph,AA,2
18c 42,18th Century Antique Paper,2% CP Kelco,No Interleaving,Aged,ph,AA,3
18c 43,18th Century Antique Paper,2% CP Kelco,No Interleaving,Aged,ph,BT,1
18c 43,18th Century Antique Paper,2% CP Kelco,No Interleaving,Aged,ph,BT,2
18c 43,18th Century Antique Paper,2% CP Kelco,No Interleaving,Aged,ph,BT,3
18c 43,18th Century Antique Paper,2% CP Kelco,No Interleaving,Aged,ph,AT,1
18c 43,18th Century Antique Paper,2% CP Kelco,No Interleaving,Aged,ph,AT,2
18c 43,18th Century Antique Paper,2% CP Kelco,No Interleaving,Aged,ph,AT,3
18c 43,18th Century Antique Paper,2% CP Kelco,No Interleaving,Aged,ph,AA,1
18c 43,18th Century Antique Paper,2% CP Kelco,No Interleaving,Aged,ph,AA,2
18c 43,18th Century Antique Paper,2% CP Kelco,No Interleaving,Aged,ph,AA,3
18c 44,18th Century Antique Paper,2% CP Kelco,No Interleaving,Aged,ph,BT,1
18c 44,18th Century Antique Paper,2% CP Kelco,No Interleaving,Aged,ph,BT,2
18c 44,18th Century Antique Paper,2% CP Kelco,No Interleaving,Aged,ph,BT,3
